$0;1592052973473000000;1.13;KIEKER;47442134e4bf;1;false;0;NANOSECONDS;0
$0;1592052973601000000;1.13;KIEKER;47442134e4bf;1;false;0;NANOSECONDS;0
$1;1592052973659000000;c3941ce3-4142-4370-b5a8-525c823af2a4;1592052973590-1592052973637-1;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_lSA1cjVgEeqPG_FgW3bi6Q;{"items.VALUE":1};1592052973590-1592052973637-0;_IuHq8DbQEeq5L_FI-wfNWQ;577672656;1592052973637000000;1592052973645892168
$2;1592052973661000000;c3941ce3-4142-4370-b5a8-525c823af2a4;1592052973590-1592052973637-0;_I-vuUK1oEeqcvaJ1A892dQ;_oro4gG3fEdy4YaaT-RYrLQ;1592052973637000000;1592052973650000000
$1;1592052973662000000;c3941ce3-4142-4370-b5a8-525c823af2a4;1592052973590-1592052973637-0;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_nI0JkDVhEeqPG_FgW3bi6Q;{"items":1};1592052973462-1592052973492-0;_P7sGMDViEeqPG_FgW3bi6Q;1484182326;1592052973637000000;1592052973645050504
$1;1592052973679000000;3744ed2d-2585-43fa-a337-8f0e62e3a39c;1592052973462-1592052973492-0;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_NV690DViEeqPG_FgW3bi6Q;{"items.VALUE":1};1592052973462-1592052973484-0;_6n8xwDbgEeq5L_FI-wfNWQ;318377135;1592052973492000000;1592052973672915208
$1;1592052973680000000;3744ed2d-2585-43fa-a337-8f0e62e3a39c;1592052973462-1592052973484-0;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_ybDeYDVXEeqPG_FgW3bi6Q;{"cartSize.VALUE":1};<not set>;<not set>;664885927;1592052973484000000;1592052973671530728
$3;1592052974003000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;0.9239130434782609;1592052973998244567
$3;1592052974003000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592052973998384698
$3;1592052974003000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592052973998414309
$3;1592052974003000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592052973998438212
$3;1592052974003000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592052973998461619
$3;1592052974004000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592052973998484716
$3;1592052974083000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;0.9444444444444444;1592052974082120028
$3;1592052974183000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592052974182026409
$3;1592052974291000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592052974282175599
$3;1592052974383000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;0.7333333333333333;1592052974382088930
$3;1592052974483000000;b76e946108bbe9401832c87c87817ae5;47442134e4bf;_oro4gG3fEdy4YaaT-RYrLQ;0.65;1592052974482003186
