$0;1591355255154000000;1.13;KIEKER;24e45873f9c1;1;false;0;NANOSECONDS;0
$1;1591355255247000000;176292881;1591355255129-1591355255195-0;b76e946108bbe9401832c87c87817ae5;24e45873f9c1;_jGYIgDVZEeqPG_FgW3bi6Q;{"items.VALUE":1};1591355255129-1591355255190-0;<not set>;620139773;1591355255195000000;1591355255226920318
$1;1591355255247000000;176292881;1591355255129-1591355255190-0;b76e946108bbe9401832c87c87817ae5;24e45873f9c1;_xliLoDVXEeqPG_FgW3bi6Q;{"items.VALUE":1};<not set>;<not set>;654243123;1591355255190000000;1591355255225945455
