$0;1592832188154000000;1.13;KIEKER;e5464f928e2a;1;false;0;NANOSECONDS;0
$1;1592832188784000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;0.96875;1592832188773675674
$1;1592832188784000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832188773819019
$1;1592832188785000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592832188773853850
$1;1592832188785000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592832188773883247
$1;1592832188785000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592832188773911742
$1;1592832188785000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592832188773980884
$1;1592832188785000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1592832188774042053
$1;1592832188869000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832188868236997
$1;1592832188969000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832188967780650
$1;1592832189068000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;0.9523809523809523;1592832189067598318
$1;1592832189168000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832189167550815
$1;1592832189269000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;0.95;1592832189267902624
$1;1592832189368000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832189367627387
$1;1592832189468000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832189467527385
$1;1592832189578000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;0.9500000000000001;1592832189576950951
$1;1592832189672000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832189667470958
$1;1592832189768000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1592832189767513651
$1;1592832189868000000;b76e946108bbe9401832c87c87817ae5;e5464f928e2a;_oro4gG3fEdy4YaaT-RYrLQ;0.9500000000000001;1592832189867539543
